Region,Town / Township,Quarter / Village Tract,Postal Code
Mandalay Region,Amarapura Township,Kyan Tan Quarter,506002
Mandalay Region,Amarapura Township,Hman Tan Quarter,506003
Mandalay Region,Amarapura Township,Zay Cho Quarter,506004
Mandalay Region,Amarapura Township,Shwe Gun Htoke Quarter,506005
Mandalay Region,Amarapura Township,Lay Su Ward Quarter,506006
Mandalay Region,Amarapura Township,Oe Taw Quarter,506007
Mandalay Region,Amarapura Township,Sin Swei Put Quarter,506008
Mandalay Region,Amarapura Township,Shan Ka Lay Kyun Village Tract,506200
Mandalay Region,Amarapura Township,Yin Taw Village Tract,506201
Mandalay Region,Amarapura Township,Hin Thar Village Tract,506202
Mandalay Region,Amarapura Township,Tat Gyi Village Tract,506203
Mandalay Region,Amarapura Township,Bone Taw Naing Ngan Village Tract,506204
Mandalay Region,Amarapura Township,Kyee Myin Daing Village Tract,506205
Mandalay Region,Amarapura Township,Say Oe Bo Village Tract,506206
Mandalay Region,Amarapura Township,Hpa Ye Kyun Village Tract,506207
Mandalay Region,Amarapura Township,Pan Chi Village Tract,506208
Mandalay Region,Amarapura Township,Nge Toe Village Tract,506209
Mandalay Region,Amarapura Township,Bone Oe Village Tract,506210
Mandalay Region,Amarapura Township,Taung Tha Man Village Tract,506211
Mandalay Region,Amarapura Township,Shwe Kyet Yet Village Tract,506212
Mandalay Region,Amarapura Township,Chin Village Tract,506213
Mandalay Region,Amarapura Township,Ye Lun Kyaw Village Tract,506214
Mandalay Region,Amarapura Township,Sin Ywar Myin Hmu Village Tract,506215
Mandalay Region,Amarapura Township,Let Pan Zin Village Tract,506216
Mandalay Region,Amarapura Township,Sar Taw Village Tract,506217
Mandalay Region,Amarapura Township,Ba Naw Village Tract,506218
Mandalay Region,Amarapura Township,Kin Bet Village Tract,506219
Mandalay Region,Amarapura Township,Mi Kyaung Tet Village Tract,506220
Mandalay Region,Amarapura Township,Leik San Khun Village Tract,506221
Mandalay Region,Amarapura Township,Ta Lin Gyi Village Tract,506222
Mandalay Region,Amarapura Township,Thu Nge Taw Village Tract,506223
Mandalay Region,Amarapura Township,Mon Taw Village Tract,506224
Mandalay Region,Amarapura Township,Taung Kaing Village Tract,506225
Mandalay Region,Amarapura Township,Daung Yway Village Tract,506226
Mandalay Region,Amarapura Township,Sin Boe Village Tract,506227
Mandalay Region,Amarapura Township,Sauk Taw Wa Village Tract,506228
Mandalay Region,Amarapura Township,Yae Kyi Pauk Village Tract,506229
Mandalay Region,Amarapura Township,Myit Laung Village Tract,506230
Mandalay Region,Amarapura Township,Kan Peit Village Tract,506231
Mandalay Region,Amarapura Township,Ma Gyi Kaing Village Tract,506232
Mandalay Region,Amarapura Township,Myit Tu Village Tract,506233
Mandalay Region,Amarapura Township,U Yin Taw Village Tract,506234
Mandalay Region,Amarapura Township,Da None Village Tract,506235
Mandalay Region,Amarapura Township,Taw Twin Village Tract,506236
Mandalay Region,Amarapura Township,Ta Moke Soe Village Tract,506237
Mandalay Region,Amarapura Township,Nat Yae Kan Village Tract,506238
Mandalay Region,Amarapura Township,Sar Toe Village Tract,506239
Mandalay Region,Amarapura Township,Pyi Lone Kyaw Village Tract,506240
Mandalay Region,Amarapura Township,Yae Poke Village Tract,506241
Mandalay Region,Patheingyi Township,Myo Ma Quarter,507001
Mandalay Region,Patheingyi Township,Me Kin Kone Village Tract,507200
Mandalay Region,Patheingyi Township,Sin Ywar Gyi Village Tract,507201
Mandalay Region,Patheingyi Township,Zee Cho Kone Village Tract,507202
Mandalay Region,Patheingyi Township,Hnan Gyi Village Tract,507203
Mandalay Region,Patheingyi Township,Hman Pin Village Tract,507204
Mandalay Region,Patheingyi Township,Yae Htwet Village Tract,507205
Mandalay Region,Patheingyi Township,Kywe Yae Kone Village Tract,507206
Mandalay Region,Patheingyi Township,Nyein Chan Thar Zan Village Tract,507207
Mandalay Region,Patheingyi Township,Nay Rit Sa Ya Village Tract,507208
Mandalay Region,Patheingyi Township,Min Kan Village Tract,507209
Mandalay Region,Patheingyi Township,Boke Village Tract,507210
Mandalay Region,Patheingyi Township,In Gyin Village Tract,507211
Mandalay Region,Patheingyi Township,Kan Gyi Village Tract,507212
Mandalay Region,Patheingyi Township,Kan Pyin Village Tract,507213
Mandalay Region,Patheingyi Township,Sin But Village Tract,507214
Mandalay Region,Patheingyi Township,Ma Naw Ma Ya Village Tract,507215
Mandalay Region,Patheingyi Township,Ywar Thit Village Tract,507216
Mandalay Region,Patheingyi Township,Da Hat Taw Village Tract,507217
Mandalay Region,Patheingyi Township,Gan Da Mar Village Tract,507218
Mandalay Region,Patheingyi Township,Pathein Ka Lay Village Tract,507219
Mandalay Region,Patheingyi Township,Kyar Ni Kan Village Tract,507220
Mandalay Region,Patheingyi Township,Nandar Village Tract,507221
Mandalay Region,Patheingyi Township,Aung Chan Thar Village Tract,507222
Mandalay Region,Patheingyi Township,Pauk Myaing Village Tract,507223
Mandalay Region,Patheingyi Township,Min Ye Hla Village Tract,507224
Mandalay Region,Patheingyi Township,Done Kone Village Tract,507225
Mandalay Region,Patheingyi Township,Win Chan Village Tract,507226
Mandalay Region,Patheingyi Township,Su Kar Kin Village Tract,507227
Mandalay Region,Patheingyi Township,Ahr Laung Village Tract,507228
Mandalay Region,Patheingyi Township,Kaung Mun Village Tract,507229
Mandalay Region,Patheingyi Township,Bagan Tat Village Tract,507230
Mandalay Region,Patheingyi Township,Boe Hla Kone Village Tract,507231
Mandalay Region,Patheingyi Township,Kyun Sin Village Tract,507232
Mandalay Region,Patheingyi Township,Gyaint Gyi Village Tract,507233
Mandalay Region,Patheingyi Township,Tha Yet Ta Pin Village Tract,507234
Mandalay Region,Patheingyi Township,Hin Ywet Su Village Tract,507235
Mandalay Region,Patheingyi Township,Bant Tin Village Tract,507236
Mandalay Region,Patheingyi Township,Let Thit Village Tract,507237
Mandalay Region,Patheingyi Township,Bant Kwe Village Tract,507238
Mandalay Region,Patheingyi Township,Ta Laing Shey (South) Village Tract,507239
Mandalay Region,Patheingyi Township,Let Kaung Village Tract,507240
Mandalay Region,Patheingyi Township,Ta Laing Shey (North) Village Tract,507241
Mandalay Region,Patheingyi Township,Yae Laung Village Tract,507242
Mandalay Region,Patheingyi Township,Ngwe Taung Village Tract,507243
Mandalay Region,Patheingyi Township,Ohn Chaw Village Tract,507244
Mandalay Region,Patheingyi Township,Shwe Sar Yan Village Tract,507245
Mandalay Region,Patheingyi Township,Se Taw Village Tract,507246
Mandalay Region,Patheingyi Township,Aing Gyi Village Tract,507247
Mandalay Region,Patheingyi Township,Zee Oke Village Tract,507248
Mandalay Region,Patheingyi Township,To Tet Kone Village Tract,507249
Mandalay Region,Patheingyi Township,Than Ma Taw Village Tract,507250
Mandalay Region,Patheingyi Township,Kyu Wun Village Tract,507251
Mandalay Region,Patheingyi Township,Tha Le Kone Village Tract,507252
Mandalay Region,Patheingyi Township,Yan Kin Taung Village Tract,507253
Mandalay Region,Patheingyi Township,Shin Taw Kone Village Tract,507254
Mandalay Region,Patheingyi Township,Yae Kyi Village Tract,507255
Mandalay Region,Patheingyi Township,Nan U Lwin Village Tract,507256
Mandalay Region,Patheingyi Township,Kyauk Mee Village Tract,507257
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (1) Ward Quarter,508001
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (2) Ward Quarter,508002
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (3) Ward Quarter,508003
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (4) Ward Quarter,508004
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (5) Ward Quarter,508005
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (6) Ward Quarter,508006
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (7) Ward Quarter,508007
Mandalay Region,Pyinoolwin Township,Pa Day Thar(Yat Kwet Gyi (8) ) Quarter,508008
Mandalay Region,Pyinoolwin Township,Nan Da Wun  (Yat Kwet Gyi (9)) Quarter,508009
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (10) Ward Quarter,508010
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (11) Ward Quarter,508011
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (12) Ward Quarter,508012
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (13) Ward Quarter,508013
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (14) Ward Quarter,508014
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (15) Ward Quarter,508015
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (16) Ward Quarter,508016
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (17) Ward Quarter,508017
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (18) Ward Quarter,508018
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (19) Ward Quarter,508019
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (20) Ward Quarter,508020
Mandalay Region,Pyinoolwin Township,Yat Kwet Gyi (21) Ward Quarter,508021
Mandalay Region,Pyinoolwin Township,Pyin Sar Village Tract,508200
Mandalay Region,Pyinoolwin Township,Thone Taung Village Tract,508201
Mandalay Region,Pyinoolwin Township,Aung Chan Thar Village Tract,508202
Mandalay Region,Pyinoolwin Township,Let Pan Kone Village Tract,508203
Mandalay Region,Pyinoolwin Township,Soe Moe Aing Village Tract,508204
Mandalay Region,Pyinoolwin Township,Lun Kaung Village Tract,508205
Mandalay Region,Pyinoolwin Township,Leik Kya Village Tract,508206
Mandalay Region,Pyinoolwin Township,Shwe Chaung Village Tract,508207
Mandalay Region,Pyinoolwin Township,Tha Pyay Kyin Village Tract,508208
Mandalay Region,Pyinoolwin Township,Thaik Taw Village Tract,508209
Mandalay Region,Pyinoolwin Township,Shwe Thin Village Tract,508210
Mandalay Region,Pyinoolwin Township,Pein Hne Kone Village Tract,508211
Mandalay Region,Pyinoolwin Township,Wet Wun Village Tract,508212
Mandalay Region,Pyinoolwin Township,Pin Lein (East) Village Tract,508213
Mandalay Region,Pyinoolwin Township,Pin Lein (Middle) Village Tract,508214
Mandalay Region,Pyinoolwin Township,Tha Pyay Kone Village Tract,508215
Mandalay Region,Pyinoolwin Township,Pway Kauk Village Tract,508216
Mandalay Region,Pyinoolwin Township,Say Ta Lone Village Tract,508217
Mandalay Region,Pyinoolwin Township,Htone Bo Village Tract,508218
Mandalay Region,Pyinoolwin Township,Thet Kan Chaing Village Tract,508219
Mandalay Region,Pyinoolwin Township,Thet Kan Kone (Hmyawt Taw) Village Tract,508220
Mandalay Region,Pyinoolwin Township,Me Mauk (Naung Pein) Village Tract,508221
Mandalay Region,Pyinoolwin Township,Pan U Taung Village Tract,508222
Mandalay Region,Pyinoolwin Township,Taung Kyun Village Tract,508223
Mandalay Region,Pyinoolwin Township,Sin Lan Village Tract,508224
Mandalay Region,Pyinoolwin Township,Inn Yar Village Tract,508225
Mandalay Region,Pyinoolwin Township,Nar Lin (Pa Kin) Village Tract,508226
Mandalay Region,Pyinoolwin Township,Ho Leik Village Tract,508227
Mandalay Region,Pyinoolwin Township,Thin Ga Ton Village Tract,508228
Mandalay Region,Pyinoolwin Township,Hmyin Taung Village Tract,508229
Mandalay Region,Pyinoolwin Township,Naung Hlaing Village Tract,508230
Mandalay Region,Pyinoolwin Township,Kone Thar Gyi Village Tract,508231
Mandalay Region,Pyinoolwin Township,Kywe Nwar Htauk Village Tract,508232
Mandalay Region,Pyinoolwin Township,Zee Pin Gyi Village Tract,508233
Mandalay Region,Pyinoolwin Township,Myo Haung Kone (Hpaung Taw) Village Tract,508234
Mandalay Region,Pyinoolwin Township,Pay Pin Village Tract,508235
Mandalay Region,Pyinoolwin Township,Pauk Taw Village Tract,508236
Mandalay Region,Pyinoolwin Township,Me Taw Village Tract,508237
Mandalay Region,Mogoke Township,Myo Ma Quarter,509001
Mandalay Region,Mogoke Township,Shaw Li Waing Quarter,509002
Mandalay Region,Mogoke Township,Min Ta Dar Quarter,509003
Mandalay Region,Mogoke Township,Lel U Quarter,509004
Mandalay Region,Mogoke Township,Yae Pu Quarter,509005
Mandalay Region,Mogoke Township,Pein Pyit Village Tract,509200
Mandalay Region,Mogoke Township,Than Lwin Taung Ah Shey Village Tract,509201
Mandalay Region,Mogoke Township,Taung Dun Village Tract,509202
Mandalay Region,Mogoke Township,Tha Dut Sho Village Tract,509203
Mandalay Region,Mogoke Township,Pyaung Pyin Village Tract,509204
Mandalay Region,Mogoke Township,Kyauk Sin Village Tract,509205
Mandalay Region,Mogoke Township,Ywar Thar Yar Village Tract,509206
Mandalay Region,Mogoke Township,Kyauk War Village Tract,509207
Mandalay Region,Mogoke Township,Li Shaw Lel U Village Tract,509208
Mandalay Region,Mogoke Township,Chaung Gyi Village Tract,509209
Mandalay Region,Mogoke Township,Li Shaw Kyauk Pon Village Tract,509210
Mandalay Region,Mogoke Township,Kyet Na Hpa Village Tract,509211
Mandalay Region,Mogoke Township,Bawt Lone Gyi Village Tract,509212
Mandalay Region,Mogoke Township,Ka Paing Village Tract,509213
Mandalay Region,Mogoke Township,Ka Thea Village Tract,509214
Mandalay Region,Mogoke Township,Kyat Pyin Village Tract,509215
Mandalay Region,Mogoke Township,Ohn Dan Village Tract,509216
Mandalay Region,Mogoke Township,Yae Aye Village Tract,509217
Mandalay Region,Mogoke Township,Kin Village Tract,509218
Mandalay Region,Mogoke Township,Laung Sin Village Tract,509219
Mandalay Region,Mogoke Township,Shwe Nyaung Pin Village Tract,509220
Mandalay Region,Mogoke Township,Ba Mun Village Tract,509221
Mandalay Region,Mogoke Township,Hpyu Yaung Village Tract,509222
Mandalay Region,Mogoke Township,Kyauk Ta Lone Village Tract,509223
Mandalay Region,Mogoke Township,Nyaung Pin Thar Village Tract,509224
Mandalay Region,Mogoke Township,Nyaung Htauk Village Tract,509225
Mandalay Region,Mogoke Township,Win Ka Bar Village Tract,509226
Mandalay Region,Mogoke Township,Ho Weik Village Tract,509227
Mandalay Region,Mogoke Township,Pin Tha Pyay Village Tract,509228
Mandalay Region,Mogoke Township,Lwei Ngin Village Tract,509229
Mandalay Region,Thabeikkyin Township,Seik Kan Quarter,510001
Mandalay Region,Thabeikkyin Township,Ka Beit Quarter,510002
Mandalay Region,Thabeikkyin Township,Gway Pin Hmaw Village Tract,510200
Mandalay Region,Thabeikkyin Township,War Hpyu Taung Village Tract,510201
Mandalay Region,Thabeikkyin Township,Ohn Zone Village Tract,510202
Mandalay Region,Thabeikkyin Township,Kyauk Hle Bee Village Tract,510203
Mandalay Region,Thabeikkyin Township,Kyauk Gyi Village Tract,510204
Mandalay Region,Thabeikkyin Township,Twin Nge Village Tract,510205
Mandalay Region,Thabeikkyin Township,Kyauk Hpyar Village Tract,510206
Mandalay Region,Thabeikkyin Township,Kyauk Hpyu Village Tract,510207
Mandalay Region,Thabeikkyin Township,Yae Nyar U Village Tract,510208
Mandalay Region,Thabeikkyin Township,Sa Bai Na Go Village Tract,510209
Mandalay Region,Thabeikkyin Township,Kyar Hnyat Village Tract,510210
Mandalay Region,Thabeikkyin Township,Pauk Ta Pin Village Tract,510211
Mandalay Region,Thabeikkyin Township,War Yon Kone Village Tract,510212
Mandalay Region,Thabeikkyin Township,Se Zin Kone Village Tract,510213
Mandalay Region,Thabeikkyin Township,Let Pan Kone Village Tract,510214
Mandalay Region,Thabeikkyin Township,Ma Gyi Kone Village Tract,510215
Mandalay Region,Thabeikkyin Township,Inn Net Village Tract,510216
Mandalay Region,Thabeikkyin Township,Kyauk Aik Village Tract,510217
Mandalay Region,Thabeikkyin Township,Maing Daing Village Tract,510218
Mandalay Region,Thabeikkyin Township,7 Maing Chan Thar Village Tract,510219
Mandalay Region,Thabeikkyin Township,Chaung Gyi Village Tract,510220
Mandalay Region,Thabeikkyin Township,Hpone Kone Village Tract,510221
Mandalay Region,Singu Township,No (1) Quarter,511001
Mandalay Region,Singu Township,No (2) Quarter,511002
Mandalay Region,Singu Township,Khu Lel Village Tract,511200
Mandalay Region,Singu Township,Nga Pyin Inn Village Tract,511201
Mandalay Region,Singu Township,Shwe Kyin Village Tract,511202
Mandalay Region,Singu Township,Shwe Hlay Village Tract,511203
Mandalay Region,Singu Township,Se Thei Village Tract,511204
Mandalay Region,Singu Township,Khet Thin Village Tract,511205
Mandalay Region,Singu Township,Let Pan Kone Village Tract,511206
Mandalay Region,Singu Township,War Yon Kone Village Tract,511207
Mandalay Region,Singu Township,Se Gyi Village Tract,511208
Mandalay Region,Singu Township,Kyaung Seik Village Tract,511209
Mandalay Region,Singu Township,Htone Gyi Village Tract,511210
Mandalay Region,Singu Township,Yae Taw Village Tract,511211
Mandalay Region,Singu Township,Thar Yar Wa Di Village Tract,511212
Mandalay Region,Singu Township,Mya Sein Village Tract,511213
Mandalay Region,Singu Township,Hin Thar Hpo Village Tract,511214
Mandalay Region,Singu Township,Hin Thar Ma Village Tract,511215
Mandalay Region,Singu Township,Zee Kone Village Tract,511216
Mandalay Region,Singu Township,Thea Inn Village Tract,511217
Mandalay Region,Singu Township,Kyun Gyi Village Tract,511218
Mandalay Region,Singu Township,Let Pan Zin Village Tract,511219
Mandalay Region,Singu Township,Zee Kyun Village Tract,511220
Mandalay Region,Singu Township,Sin Thay Village Tract,511221
Mandalay Region,Singu Township,Shwe Done Village Tract,511222
Mandalay Region,Singu Township,Shwe Gon Taing Village Tract,511223
Mandalay Region,Singu Township,Nyaung Pin Village Tract,511224
Mandalay Region,Singu Township,Taung Inn Village Tract,511225
Mandalay Region,Singu Township,Kyar U Yin Village Tract,511226
Mandalay Region,Singu Township,Let Pan Hla Village Tract,511227
Mandalay Region,Singu Township,Shauk Pin Yoe Village Tract,511228
Mandalay Region,Singu Township,Nat Taung Village Tract,511229
Mandalay Region,Singu Township,Mar Le Village Tract,511230
Mandalay Region,Singu Township,Koke Ko Village Tract,511231
Mandalay Region,Singu Township,Min Village Tract,511232
Mandalay Region,Singu Township,Ngwe Taung Village Tract,511233
Mandalay Region,Singu Township,Nyaung Wun Village Tract,511234
Mandalay Region,Singu Township,Shwe Pyi Village Tract,511235
Mandalay Region,Singu Township,Kha Tet Chin Village Tract,511236
Mandalay Region,Madaya Township,No (1) Quarter,512001
Mandalay Region,Madaya Township,No (2) Quarter,512002
Mandalay Region,Madaya Township,No (3) Quarter,512003
Mandalay Region,Madaya Township,No (4) Quarter,512004
Mandalay Region,Madaya Township,No (5) Quarter,512005
Mandalay Region,Madaya Township,Pin Lel Inn Village Tract,512200
Mandalay Region,Madaya Township,Kauk Yoe Pon Village Tract,512201
Mandalay Region,Madaya Township,Nyaung Oke Village Tract,512202
Mandalay Region,Madaya Township,Mway Pon Kan Village Tract,512203
Mandalay Region,Madaya Township,Kyauk Sa Yit Kone (North) Village Tract,512204
Mandalay Region,Madaya Township,Mway Hin Thar Village Tract,512205
Mandalay Region,Madaya Township,Sa Kyin Village Tract,512206
Mandalay Region,Madaya Township,Mway Shwe Khe Village Tract,512207
Mandalay Region,Madaya Township,Myay Sun Village Tract,512208
Mandalay Region,Madaya Township,Yae Nant Thar Village Tract,512209
Mandalay Region,Madaya Township,Tha Pyay Thar Village Tract,512210
Mandalay Region,Madaya Township,Myit Kan Village Tract,512211
Mandalay Region,Madaya Township,Gway Pin Village Tract,512212
Mandalay Region,Madaya Township,Sa Kar Pin Village Tract,512213
Mandalay Region,Madaya Township,Sa Lay Village Tract,512214
Mandalay Region,Madaya Township,Zee Hpyu Kone Village Tract,512215
Mandalay Region,Madaya Township,Ah Htet Taung Kaing Village Tract,512216
Mandalay Region,Madaya Township,Kyaung Kone Village Tract,512217
Mandalay Region,Madaya Township,Seik Thar Village Tract,512218
Mandalay Region,Madaya Township,Tha Hpan Kaing Village Tract,512219
